user_id,recipe_id,rating
39,61727,4
39,7612,5
39,12009,4
39,88185,5
39,24445,5
39,9889,5
39,14472,5
39,7402,5
39,14156,5
39,16091,4
39,69620,5
39,24378,5
39,141678,4
39,25711,5
39,8626,5
39,32124,5
39,84137,5
39,11835,5
39,17517,5
39,158968,4
39,31066,5
39,26700,5
39,7883,5
39,20593,4
39,17550,5
39,18438,5
39,39748,5
39,9894,5
39,8627,5
39,13978,4
39,216943,5
39,23963,5
39,8665,5
39,15756,5
39,24001,5
39,17511,4
39,10555,5
39,14611,5
39,12942,5
39,6776,4
39,12177,5
39,13041,5
39,13933,5
39,50644,5
39,20462,4
39,8767,4
39,12850,5
39,18149,5
39,14412,4
39,10813,5
39,23307,5
39,25866,5
39,70343,4
39,8333,5
39,220181,5
39,21176,5
39,109297,5
39,87610,5
39,22230,4
39,17319,5
39,7620,5
39,42704,5
39,21391,5
39,15184,5
39,14469,5
39,7515,5
39,19919,5
39,14403,5
39,12409,5
39,14731,4
39,57243,5
39,8694,5
39,19963,5
39,53586,5
39,59111,5
39,15964,5
39,87279,5
39,16098,5
39,14685,5
39,15679,4
39,89539,5
39,143082,4
39,213109,5
39,109840,5
39,12918,4
39,14606,5
39,15880,5
39,34746,5
39,18327,5
39,54215,4
39,34159,4
39,25037,5
39,25128,5
39,222350,5
39,24239,5
39,19856,5
39,18993,5
39,12974,4
39,220271,5
39,8847,4
39,24621,5
39,11723,5
39,12804,4
39,14453,4
39,21412,5
39,80285,4
39,26301,5
39,14401,5
39,166583,5
39,32148,5
39,87778,4
39,25272,4
39,16729,5
39,78554,5
39,35200,5
39,14858,5
39,12775,5
39,48156,5
39,10638,5
39,7714,5
39,16080,5
39,52461,5
39,84590,4
39,22298,5
39,14668,4
39,14527,5
39,14495,5
39,17227,4
39,12072,4
39,235588,5
39,8853,5
39,25160,5
39,57790,5
39,100378,5
39,14652,5
39,213608,5
39,140555,4
39,6984,5
39,12419,5
39,16731,4
39,14411,4
39,11692,5
39,11726,5
39,14146,4
39,14319,5
39,21694,5
39,20889,4
39,66969,5
39,50843,5
240,8145,4
240,16122,5
240,22955,5
240,13566,5
240,19009,5
240,84270,5
240,19368,5
240,16010,5
240,12196,5
240,70828,5
240,17186,5
240,16048,4
240,16066,5
240,22729,5
240,16540,5
240,12377,4
240,11682,5
240,21205,5
240,8422,4
240,26382,5
240,7402,5
240,10552,4
240,13116,4
240,19840,5
240,25445,4
240,9247,5
240,12254,5
240,8922,5
240,24191,5
240,8878,5
240,13903,5
240,21597,5
240,231537,5
240,24843,5
240,23852,4
240,25371,5
240,14153,5
240,14316,5
240,51869,4
240,54719,5
240,25037,5
240,14278,4
240,16665,5
240,18775,5
240,7304,5
240,7495,4
240,21391,5
240,8659,5
240,14870,4
240,9039,5
240,84134,5
240,12151,5
240,26317,5
240,11839,5
240,12997,5
240,17069,5
240,11014,4
240,7998,5
240,53211,5
240,9471,5
240,8847,5
240,16013,4
240,24202,5
240,33950,5
240,7866,5
240,14132,5
240,29450,4
240,14830,5
240,11446,4
240,24731,5
240,26925,4
240,15779,5
240,19673,5
240,13978,5
240,14021,5
240,13083,5
240,23169,4
240,19963,4
240,24380,5
240,10813,5
240,7736,4
240,11693,4
240,23783,5
240,9353,5
240,7612,5
240,14469,5
240,13450,4
240,8458,5
240,16220,5
240,223042,5
240,10740,5
240,8694,4
240,20292,4
240,12799,4
240,14803,5
240,15021,5
240,8938,5
240,24266,4
240,9804,5
240,206441,5
240,8459,5
240,55059,5
240,33647,5
240,17319,5
240,26740,5
240,11729,4
240,16163,4
240,9316,5
240,11668,5
240,217841,4
240,57243,5
240,24445,5
240,15058,4
240,14231,5
240,14941,5
240,14487,5
240,22979,5
240,24371,5
240,8378,5
240,25916,5
240,7883,5
240,15192,4
240,19719,5
240,8933,5
240,11758,5
240,15763,5
240,51539,5
240,10638,5
240,21649,5
240,16700,5
240,11808,4
240,16810,5
240,25958,5
240,20472,4
240,8221,5
240,7350,5
240,17136,5
240,24683,5
240,16871,5
240,9111,4
240,14299,5
240,10432,5
240,17991,5
240,12942,4
240,8823,5
240,10549,4
240,44989,4
240,53075,5
240,7565,4
240,20446,5
240,8696,5
240,14041,5
240,8627,5
240,72068,4
240,24209,5
240,24685,5
240,10106,5
240,10555,5
240,11887,4
240,25299,5
240,12625,4
240,8720,5
240,22644,5
240,51301,4
240,13378,5
240,214618,5
240,17775,5
338,24009,4
338,23600,5
338,26257,5
338,57148,5
338,23567,4
338,33647,5
338,13218,4
338,82816,5
338,8694,5
338,134483,5
338,16731,4
338,8541,4
338,26647,5
338,8853,5
338,18359,5
338,10745,5
338,12409,5
338,48156,5
338,15058,5
338,10813,5
338,10804,5
338,12775,5
338,12942,5
338,18286,5
338,17227,4
338,17252,5
338,45515,4
338,9027,5
338,21672,5
338,14321,4
338,69656,4
338,11382,4
338,9623,4
338,169593,4
338,16066,5
338,24314,5
338,89833,4
338,24002,5
338,15820,4
338,88344,5
338,55872,5
338,150306,4
338,22479,4
338,17981,4
338,15302,4
338,13838,5
338,81108,4
338,12377,5
338,21429,5
338,38113,5
338,25808,4
338,8665,4
338,25184,4
338,24645,5
338,76129,5
338,16348,4
338,25272,5
338,14341,5
338,15710,5
338,14927,5
338,8551,5
338,72869,5
338,9471,5
338,11758,5
338,16881,4
338,203218,5
338,28363,5
338,73757,4
338,17610,5
338,16570,5
338,34066,5
338,23696,4
338,21532,5
338,23915,4
338,24892,5
338,8483,4
338,18069,5
338,9508,5
338,59866,5
338,19912,4
338,14153,4
338,22970,4
338,73634,4
338,88817,5
338,26460,5
338,8941,4
338,8949,5
338,17013,5
338,45736,5
338,178993,4
338,76935,5
338,139012,5
338,22724,5
338,19766,5
338,12918,4
338,23591,5
338,66404,4
338,17373,4
338,8720,4
338,143082,4
338,24532,5
338,213268,4
338,169305,5
338,211166,4
338,25030,5
338,8628,4
338,8842,5
338,100182,4
338,73108,4
338,222607,4
338,7565,5
338,24090,5
338,14595,4
338,20516,4
338,18775,5
338,11058,5
338,10555,4
338,11967,4
338,25303,5
338,17303,4
338,7304,5
338,25160,4
338,25677,5
338,222746,4
338,77144,4
338,17628,5
338,25037,4
338,15700,5
338,14253,5
338,174864,5
338,14944,4
338,16529,5
338,70343,5
338,52461,4
338,12651,5
338,69960,4
338,59183,5
338,24683,4
338,6984,5
338,15802,4
338,17652,5
338,22298,5
338,10402,5
338,13717,5
338,89261,4
338,7399,5
338,19304,5
338,19291,5
338,14656,5
338,8652,5
338,85127,5
338,13564,5
338,8819,4
338,15206,5
338,11815,5
338,8887,5
338,16723,5
338,134253,5
338,16865,4
338,17702,4
338,136476,5
338,85798,5
338,10177,5
338,23404,5
338,24082,4
338,9571,4
338,8533,5
650,16354,4
650,55872,5
650,23336,5
650,23947,5
650,24732,5
650,55605,5
650,8626,5
650,18003,5
650,11864,5
650,13838,5
650,20889,5
650,17794,5
650,72577,5
650,16239,5
650,68864,5
650,13933,5
650,12974,5
650,15836,5
650,7994,5
650,14930,5
650,17069,5
650,14469,5
650,8652,5
650,14944,5
650,15192,5
650,16940,5
650,15157,5
650,14276,5
650,12918,5
650,8627,5
650,25874,5
650,18448,5
650,8565,5
650,50644,5
650,24002,5
650,10497,5
650,16439,5
650,13045,5
650,25999,5
650,14675,5
650,8619,5
650,12481,5
650,17652,5
650,23938,5
650,21597,5
650,14335,5
650,8499,5
650,11758,5
650,8853,5
650,24264,5
650,14803,5
650,17227,5
650,25858,5
650,25607,4
650,8847,5
650,17753,5
650,13384,5
650,8430,5
650,74037,5
650,9764,5
650,24314,4
650,59671,5
650,13218,5
650,47407,5
650,8965,4
650,24897,5
650,6984,5
650,25677,5
650,72815,5
650,26740,5
650,24604,5
650,36829,5
650,139603,5
2079,14950,5
2079,26284,5
2079,6776,4
2079,22298,5
2079,8404,4
2079,16239,5
2079,9471,5
2079,79664,4
2079,12798,5
2079,9764,5
2079,37906,4
2079,10549,5
2079,15128,5
2079,20920,4
2079,25677,4
2079,17848,4
2079,8115,5
2079,11764,5
2079,21503,4
2079,20045,4
2079,13838,5
2079,15206,5
2079,42067,5
2079,26463,5
2079,25174,4
2079,12844,4
2079,22302,5
2079,69538,4
2079,11355,5
2079,70343,4
2079,14967,5
2079,8493,5
2079,13041,5
2079,22230,5
2079,14258,4
2079,14253,5
2079,10294,5
2079,11242,5
2079,10432,5
2079,23337,4
2079,18085,5
2079,53110,5
2079,15720,5
2079,213569,5
2079,51301,5
2079,47527,4
2079,45784,4
2079,16018,5
2079,26672,5
2079,18318,4
2079,24643,5
2079,15880,5
2079,50644,4
2079,10776,5
2079,8963,5
2079,18906,5
2079,14276,5
2079,15869,5
2079,14746,4
2079,8915,4
2079,15037,5
2079,16823,4
2079,26301,5
2079,19017,5
2079,16465,4
2079,19402,5
2079,13948,5
2079,21712,5
2079,13343,5
2079,26317,5
2079,24035,4
2079,24332,5
2079,13218,4
2079,12181,4
2079,17691,5
2079,15034,5
2079,25642,5
2079,8088,4
2079,21041,4
2079,6989,5
2079,9353,5
2079,45361,5
2079,12733,5
2079,12377,5
2079,7322,5
2079,16080,5
2079,17141,4
2079,14831,5
2079,22137,5
2079,76129,5
2079,56927,5
2079,62686,5
2079,8941,5
2079,13564,5
2079,17127,5
2079,11376,5
2079,7402,5
2079,8652,5
2079,23929,5
2079,12299,5
2079,46653,5
2079,8647,4
2079,10687,5
4796,26924,5
4796,16409,5
4796,17668,5
4796,23602,5
4796,16066,5
4796,24002,5
4796,14316,5
4796,7717,5
4796,11063,5
4796,10745,5
4796,10552,5
4796,10687,5
4796,25203,5
4796,11504,5
4796,70343,5
4796,20144,5
4796,21712,5
4796,19017,5
4796,12942,5
4796,12298,5
4796,14146,5
4796,12409,5
4796,16129,5
4796,6732,5
4796,56927,5
4796,21174,5
4796,6865,5
4796,17652,5
4796,21014,5
4796,6698,5
4796,24445,5
4796,9979,5
4796,45954,5
8799,9010,5
8799,17219,4
8799,16348,5
8799,15880,5
8799,60308,5
8799,223042,4
8799,14469,5
8799,18438,5
8799,72715,5
8799,24604,5
8799,26297,5
8799,8965,5
8799,22538,5
8799,25787,5
8799,14829,5
8799,158383,5
8799,25432,5
8799,74350,5
8799,14809,5
8799,18411,5
8799,16345,4
8799,9191,4
8799,13941,5
8799,25309,5
8799,106069,4
8799,45954,4
8799,24745,5
8799,8652,5
8799,20680,4
8799,13566,5
8799,162830,5
8799,24380,5
8799,20144,5
8799,80969,5
8799,74915,5
8799,21649,5
8799,6984,5
8799,16098,5
8799,12733,5
8799,16570,5
8799,14431,5
8799,46653,5
8799,150550,4
8799,8653,5
8799,15142,5
8799,86229,5
8799,10497,5
8799,74788,4
8799,11171,5
8799,25203,5
8799,201152,5
8799,15800,5
8799,15051,4
8799,16276,5
8799,36766,5
8799,71251,4
8799,9111,5
8799,176132,5
8799,16685,4
8799,9860,5
8799,11967,4
8799,64678,5
8799,12072,5
8799,12682,5
8799,23221,4
8799,10549,5
8799,11835,5
8799,25858,5
8799,8647,5
8799,24445,5
8799,23852,5
8799,39748,5
8799,26614,4
8799,158968,5
8799,14746,5
8799,8933,5
8799,14445,5
8799,14231,5
8799,12837,5
8799,232096,5
8799,8665,5
8799,25184,4
8799,139012,5
8799,15048,4
8799,24127,5
8799,14679,5
8799,16293,5
8799,17775,5
8799,8493,5
8799,14595,5
8799,15262,5
8799,53178,5
8799,26616,5
8799,41729,5
8799,18069,4
8799,26609,5
8799,22729,5
8799,10661,5
8799,24264,5
8799,23567,5
8799,11646,5
8799,19009,4
8799,9336,5
8799,14690,5
8799,16173,4
8799,8694,4
8799,72999,5
8799,50233,5
8799,72845,5
8799,46822,4
8799,98579,5
8799,23404,5
8799,13754,5
8799,19213,5
8799,15650,4
8799,13345,5
8799,13045,5
8799,72068,5
8799,23709,5
8799,130358,5
8799,11758,5
8799,61727,5
8799,80773,5
8799,8941,5
8799,12701,5
8799,13107,5
8799,21398,5
8799,13933,4
8799,14592,5
8799,34911,5
8799,12181,5
8799,10813,4
8799,13313,5
8799,8776,5
8799,24685,4
8952,42585,5
8952,86230,5
8952,7915,5
8952,12481,5
8952,213700,4
8952,11805,5
8952,14286,4
8952,11808,5
8952,15021,4
8952,26819,5
8952,13045,5
8952,10497,5
8952,12690,5
8952,101341,5
8952,55584,5
8952,25371,5
8952,55872,5
8952,17227,5
8952,25887,5
8952,11967,5
8952,21080,5
8952,24685,4
8952,20701,5
8952,46653,5
8952,15679,5
8952,16142,5
8952,77156,5
8952,70935,5
8952,17971,4
8952,8626,4
8952,6776,5
8952,136476,5
8952,26382,5
8952,13218,5
8952,12181,5
8952,88817,5
8952,17006,5
8952,21132,4
8952,14840,4
8952,9353,5
8952,18781,5
8952,126398,5
8952,26317,5
8952,12409,5
8952,15427,5
8952,8694,5
8952,14187,5
8952,220854,4
8952,8881,4
8952,109777,5
8952,16881,5
8952,23874,5
8952,11864,5
8952,19368,5
8952,176132,5
8952,141678,5
8952,23602,5
8952,70343,5
8952,8650,5
8952,14231,5
8952,16066,5
8952,7272,5
8952,86220,5
8952,8720,4
8952,8941,5
8952,13096,5
8952,16080,5
8952,25203,5
8952,13838,5
8952,139012,5
8952,7479,5
8952,11729,5
10156,24087,4
10156,14431,4
10156,24264,5
10156,20144,5
10156,16932,4
10156,17013,4
10156,15093,5
10156,25037,5
10156,68868,5
10156,8941,5
10156,15995,5
10156,26257,4
10156,16276,5
10156,21261,5
10156,10884,5
10156,15739,5
10156,17652,4
10156,8665,5
10156,22376,5
10156,12106,4
10156,76594,5
10156,10025,5
10156,12009,4
10156,21205,5
10156,21659,5
10156,7479,5
10156,26924,4
10156,11947,5
10156,12166,5
10156,6788,5
10156,34696,4
10156,70343,5
10156,24090,5
10156,12298,4
10156,14685,5
10156,12622,5
10156,6730,4
10156,25203,5
10156,195083,5
10156,23567,5
10156,6784,5
10156,51372,4
10156,13045,5
10156,14469,4
10156,8938,5
10156,19888,5
10156,14278,5
10156,8236,5
10156,10756,5
10156,14495,5
10156,13313,4
10156,219079,5
10156,6865,4
10156,7985,5
10156,7620,4
10156,22755,5
10156,7736,5
10156,12275,5
10156,40399,5
10156,17848,4
10156,18882,5
10156,10049,5
10156,91499,5
10156,20171,5
10156,12680,4
10156,15138,5
10156,11805,5
10156,31066,5
10156,7781,4
10156,45954,5
10156,24018,5
10156,80827,5
10156,60492,5
10156,13838,5
10156,16035,5
10156,8422,4
10156,65250,4
10156,19908,5
10156,25590,5
10156,13023,5
10156,22724,5
10156,9471,5
10156,11967,4
10156,25958,4
10156,6821,5
10156,44868,5
10156,12997,5
10156,8847,5
10156,17319,5
10156,24445,5
10156,24793,4
10156,15679,4
10156,26730,5
10156,20963,5
10156,16259,5
10156,20159,5
10156,8758,4
10156,10757,5
10156,12682,5
10156,14545,4
10156,22230,5
10156,8652,4
10156,71183,4
10156,12077,5
10905,22298,4
10905,230995,5
10905,7997,4
10905,25767,5
10905,80969,5
10905,7402,5
10905,142972,5
10905,9247,5
10905,14685,5
10905,11646,5
10905,16276,5
10905,7915,4
10905,12701,5
10905,216398,5
10905,47520,4
10905,41206,4
10905,25065,4
10905,16348,5
10905,17252,4
10905,9901,5
10905,15022,5
10905,23600,5
10905,19402,4
10905,24445,5
10905,10687,5
10905,74169,4
10905,145847,5
10905,14278,5
10905,10497,5
